pass,bench,tier,run,cpu,pmu,omp_num_threads,wall_seconds,rapl_pkg_joules,rapl_core_joules,instructions,cycles,cache-references,cache-misses,stream_copy_mbps,stream_scale_mbps,stream_add_mbps,stream_triad_mbps,npb_class,npb_time_s,mops_s,ipc,miss_rate,pkg_watts,core_watts,is_warmup
stream_1t,stream,P,1,0,cpu_core,1,153.177,968.548,194.644,3036981547,2435833116,276654452,186911642,37158.8,22217.2,24851.0,24550.0,,,,1.2467937672130738,0.6756140761472366,6.323064167596963,1.2707129660458163,True
stream_1t,stream,E,1,6,cpu_atom,1,0.981,9.873,2.895,3036968419,2311850725,537023212,337447884,27948.4,21187.3,24254.8,24226.1,,,,1.3136524716577451,0.6283674084463969,10.064220183486238,2.9510703363914375,False
stream_1t,stream,LPE,1,14,cpu_lowpower,1,2.379,18.689,3.493,2991335532,2249246321,552703120,357621886,10888.0,9526.2,11179.7,11184.1,,,,1.3299279425608095,0.6470415546053006,7.855821773854561,1.4682639764606977,False
stream_1t,stream,P,10,0,cpu_core,1,0.966,10.221,3.709,3036980576,2431656928,276656571,186057980,37353.6,22232.5,24885.3,24554.5,,,,1.248934642477658,0.6725232635085324,10.580745341614907,3.839544513457557,False
stream_1t,stream,E,10,6,cpu_atom,1,0.973,9.993,2.867,3036964242,2316710060,536889499,337905645,27923.2,21215.2,24203.7,24203.7,,,,1.3108952623963657,0.629376520921673,10.270298047276466,2.94655704008222,False
stream_1t,stream,LPE,10,14,cpu_lowpower,1,2.373,17.475,3.143,2991335906,2222567094,553795899,356412713,11033.7,9973.9,11592.4,11671.7,,,,1.3458922855806486,0.6435813512587966,7.36409608091024,1.3244837758112091,False
stream_1t,stream,P,11,0,cpu_core,1,0.961,10.182,3.663,3036982653,2433614137,276652426,186014443,37217.2,22245.4,24883.3,24582.0,,,,1.2479310531717214,0.6723759689712607,10.595213319458898,3.8116545265348596,False
stream_1t,stream,E,11,6,cpu_atom,1,0.974,10.016,2.888,3036966558,2316772277,536838359,337510948,28041.9,21203.4,24222.2,24189.2,,,,1.3108610579252025,0.6287012512084666,10.283367556468173,2.9650924024640655,False
stream_1t,stream,LPE,11,14,cpu_lowpower,1,2.44,18.028,3.225,2991336243,2282683345,554191825,358852538,10867.7,9961.6,11735.1,11780.1,,,,1.3104473073552827,0.6475240554116799,7.388524590163934,1.3217213114754098,False
stream_1t,stream,P,12,0,cpu_core,1,0.963,9.926,3.496,3036978377,2432440490,276652540,186016123,37274.1,22247.9,24876.6,24571.5,,,,1.2485314191592,0.6723817645050358,10.307372793354102,3.6303219106957427,False
stream_1t,stream,E,12,6,cpu_atom,1,0.973,9.883,2.777,3036965530,2313991945,536914673,337285833,28021.4,21229.1,24213.9,24238.2,,,,1.3124356532710402,0.6281926159987808,10.157245632065775,2.8540596094552932,False
stream_1t,stream,LPE,12,14,cpu_lowpower,1,2.458,17.934,3.206,2991336823,2289856227,553640899,359268528,11061.1,9966.8,11386.9,11517.8,,,,1.3063426374672562,0.6489197757046485,7.296175752644427,1.3043124491456468,False
stream_1t,stream,P,13,0,cpu_core,1,0.967,10.232,3.715,3036983211,2435011750,276654175,185895617,37246.5,22294.1,24887.4,24577.5,,,,1.2472150128228334,0.6719422072701415,10.581178903826267,3.841778697001034,False
stream_1t,stream,E,13,6,cpu_atom,1,0.996,10.283,3.078,3036964344,2319621075,536978566,337823834,27914.5,21213.5,24209.5,24207.6,,,,1.3092501946681097,0.6291197738421462,10.32429718875502,3.0903614457831323,False
stream_1t,stream,LPE,13,14,cpu_lowpower,1,2.468,18.407,3.34,2991335744,2321207330,553242377,360916017,11048.4,10064.6,11527.9,11228.5,,,,1.2886982155101157,0.6523650971154727,7.458265802269044,1.353322528363047,False
stream_1t,stream,P,14,0,cpu_core,1,0.965,10.659,3.864,3036975219,2436211422,276650278,189590900,37325.9,22338.6,24878.7,24548.0,,,,1.246597561925395,0.6853089083105856,11.045595854922281,4.0041450777202074,False
stream_1t,stream,E,14,6,cpu_atom,1,0.972,10.309,3.151,3036967007,2316067418,536205495,337920384,27938.7,21215.2,24285.5,24195.5,,,,1.3112601919086277,0.6302068650005163,10.6059670781893,3.2417695473251027,False
stream_1t,stream,LPE,14,14,cpu_lowpower,1,2.374,18.528,3.335,2991336005,2242105240,553135176,358230644,10905.4,9999.5,11604.1,11699.7,,,,1.334163959672116,0.6476367071617951,7.804549283909013,1.4048020219039594,False
stream_1t,stream,P,15,0,cpu_core,1,0.967,10.232,3.694,3036981871,2437207532,276652687,185945706,37289.6,22271.3,24865.9,24562.5,,,,1.2460907949467144,0.6721268750951983,10.581178903826267,3.8200620475698037,False
stream_1t,stream,E,15,6,cpu_atom,1,0.973,10.077,2.953,3036967538,2316901687,536942957,337325154,27980.5,21250.4,24183.4,24199.4,,,,1.3107882630671157,0.6282327565756674,10.356628982528264,3.0349434737923944,False
stream_1t,stream,LPE,15,14,cpu_lowpower,1,2.51,18.699,3.319,2991336611,2374894284,552811126,362592109,10846.9,9672.5,11439.6,11685.4,,,,1.2595662178114873,0.6559059540346516,7.449800796812751,1.3223107569721118,False
stream_1t,stream,P,16,0,cpu_core,1,0.969,10.229,3.705,3036980268,2437327056,276654576,185754075,37231.0,22255.9,24878.7,24560.5,,,,1.2460290302541983,0.6714296133673928,10.5562435500516,3.823529411764706,False
stream_1t,stream,E,16,6,cpu_atom,1,0.975,10.162,3.026,3036966524,2318915357,536591643,338517795,28045.8,21218.0,24287.4,24208.1,,,,1.3096495802800447,0.6308666924207017,10.422564102564104,3.1035897435897435,False
stream_1t,stream,LPE,16,14,cpu_lowpower,1,2.433,18.05,3.226,2991335523,2277190365,553397733,358126374,10945.8,9556.9,11619.9,11620.0,,,,1.3136080184495247,0.6471410210854622,7.418824496506372,1.3259350595972053,False
stream_1t,stream,P,17,0,cpu_core,1,0.964,10.219,3.717,3036978626,2433261958,276653157,185831701,37246.5,22250.3,24891.5,24609.0,,,,1.2481100179185887,0.6717136468462567,10.600622406639005,3.8558091286307055,False
stream_1t,stream,E,17,6,cpu_atom,1,0.98,10.194,3.033,3036963084,2312745847,536876578,337468546,28045.8,21206.2,24232.4,24254.8,,,,1.313141730614034,0.6285775163765852,10.402040816326531,3.0948979591836734,False
stream_1t,stream,LPE,17,14,cpu_lowpower,1,2.423,18.1,3.242,2991335596,2279465361,553525672,358272880,11019.4,9684.8,11515.5,11564.4,,,,1.3122970180550158,0.6472561222056562,7.470078415187785,1.338010730499381,False
stream_1t,stream,P,18,0,cpu_core,1,0.963,10.068,3.591,3036977217,2431708922,276651412,186057419,37369.2,22268.8,24892.0,24542.0,,,,1.2489065568350126,0.672533776910562,10.454828660436137,3.7289719626168227,False
stream_1t,stream,E,18,6,cpu_atom,1,0.975,10.167,3.023,3036968273,2310044785,536849821,337208614,28020.4,21215.7,24222.2,24210.0,,,,1.314679391811012,0.62812466505414,10.427692307692308,3.1005128205128205,False
stream_1t,stream,LPE,18,14,cpu_lowpower,1,2.461,17.762,3.15,2991335553,2304847564,553532999,360164980,10875.2,10011.4,11693.6,11406.4,,,,1.2978452890865455,0.6506657790062486,7.217391304347827,1.2799674928890694,False
stream_1t,stream,P,19,0,cpu_core,1,0.961,10.204,3.674,3036981741,2432998260,276655871,186036101,37244.8,22281.1,24898.2,24567.0,,,,1.2482465733452683,0.6724458813310346,10.618106139438087,3.8231009365244537,False
stream_1t,stream,E,19,6,cpu_atom,1,0.976,10.139,2.999,3036966957,2317976827,537003803,337763500,27951.4,21241.5,24216.3,24191.6,,,,1.3101800335642442,0.6289778547434235,10.388319672131146,3.0727459016393444,False
stream_1t,stream,LPE,19,14,cpu_lowpower,1,2.427,17.719,3.228,2991336200,2280932854,553505000,359484411,11047.2,9938.9,11700.2,11296.3,,,,1.3114529850162788,0.6494691303601593,7.300782859497322,1.3300370828182944,False
stream_1t,stream,P,2,0,cpu_core,1,0.965,10.183,3.701,3036982333,2434025498,276655129,186034999,37217.2,22286.7,24909.5,24571.0,,,,1.247720015873063,0.6724437015588458,10.552331606217617,3.835233160621762,False
stream_1t,stream,E,2,6,cpu_atom,1,1.004,10.205,2.932,3036964655,2312120682,536998827,337036300,28070.2,21234.2,24213.9,24234.3,,,,1.3134974651811882,0.6276294901478434,10.164342629482071,2.9203187250996017,False
stream_1t,stream,LPE,2,14,cpu_lowpower,1,2.487,17.949,3.097,2991337095,2347960256,553496258,361996896,10904.2,9716.7,11051.0,11390.1,,,,1.2740152169764836,0.6540186871507269,7.217129071170085,1.245275432247688,False
stream_1t,stream,P,20,0,cpu_core,1,0.962,10.352,3.826,3036977853,2431689860,276654193,186039487,37355.3,22265.7,24900.2,24590.0,,,,1.2489166085513883,0.6724621990457235,10.760914760914762,3.9771309771309773,False
stream_1t,stream,E,20,6,cpu_atom,1,0.971,10.142,3.0,3036967867,2315093371,536832766,337735946,27993.1,21175.6,24244.5,24228.0,,,,1.311812259947074,0.6291269225545,10.444902162718845,3.089598352214212,False
stream_1t,stream,LPE,20,14,cpu_lowpower,1,2.478,18.139,3.224,2991336145,2313576314,553637405,360168981,10903.6,9538.0,11523.7,11689.7,,,,1.2929489841760198,0.6505503019616241,7.320016142050039,1.3010492332526231,False
stream_1t,stream,P,3,0,cpu_core,1,0.966,10.158,3.647,3036981273,2433422196,276657330,186200944,37325.9,22204.3,24879.2,24583.5,,,,1.2480289191050018,0.6730381732520877,10.51552795031056,3.7753623188405796,False
stream_1t,stream,E,3,6,cpu_atom,1,0.992,10.38,3.125,3036964034,2327345399,534341047,338866653,27975.6,21204.0,24189.2,24191.6,,,,1.3049047362307737,0.6341767208462277,10.463709677419356,3.150201612903226,False
stream_1t,stream,LPE,3,14,cpu_lowpower,1,2.417,18.059,3.204,2991337048,2263483685,553322825,358109859,10891.8,10023.5,11752.6,11520.1,,,,1.3215633352356149,0.6471987830973718,7.471659081506,1.325610260653703,False
stream_1t,stream,P,4,0,cpu_core,1,0.961,10.151,3.649,3036978383,2433775324,276656372,186535842,37339.7,22235.0,24900.7,24590.0,,,,1.247846649216828,0.6742510235766411,10.562955254942768,3.797086368366285,False
stream_1t,stream,E,4,6,cpu_atom,1,0.983,10.232,3.037,3036965167,2315318964,536913751,337825172,27927.1,21204.0,24195.5,24195.5,,,,1.3116832774320075,0.6291982117626933,10.408952187182095,3.0895218718209563,False
stream_1t,stream,LPE,4,14,cpu_lowpower,1,2.422,17.969,3.169,2991335742,2256115656,553414123,357608060,11018.6,10029.7,11475.5,11369.0,,,,1.3258787217068095,0.646185279951737,7.41907514450867,1.3084227910817505,False
stream_1t,stream,P,5,0,cpu_core,1,0.976,10.012,3.549,3036981670,2433616354,276653275,186214377,37310.3,22276.2,24900.7,24569.0,,,,1.2479295123934724,0.6730965935610197,10.258196721311476,3.6362704918032787,False
stream_1t,stream,E,5,6,cpu_atom,1,0.981,10.157,2.99,3036967594,2311914709,536959825,337290357,28016.5,21201.8,24201.3,24224.1,,,,1.313615758478225,0.6281482176064103,10.353720693170235,3.047910295616718,False
stream_1t,stream,LPE,5,14,cpu_lowpower,1,2.435,17.973,3.228,2991334791,2293979628,553292115,359289613,10933.9,9911.7,11515.3,11411.8,,,,1.303993616372255,0.649366949680821,7.381108829568788,1.3256673511293635,False
stream_1t,stream,P,6,0,cpu_core,1,0.963,10.213,3.709,3036978200,2435478510,276656166,186249647,37210.3,22245.4,24878.7,24567.0,,,,1.2469739262860504,0.6732170466065087,10.60539979231568,3.851505711318796,False
stream_1t,stream,E,6,6,cpu_atom,1,0.973,10.117,2.981,3036965660,2316612262,536759078,337956710,27975.6,21201.8,24238.2,24222.2,,,,1.3109512151930411,0.6296245817755876,10.397738951695787,3.063720452209661,False
stream_1t,stream,LPE,6,14,cpu_lowpower,1,2.447,18.022,3.255,2991336753,2295245495,553410230,359778097,10877.7,10147.4,11603.5,11524.1,,,,1.303275296484135,0.6501110342683762,7.36493665713118,1.3302002451982018,False
stream_1t,stream,P,7,0,cpu_core,1,0.963,10.241,3.733,3036981225,2433636531,276645460,186049545,37201.8,22273.7,24883.3,24569.5,,,,1.2479189830997814,0.6725197839863339,10.63447559709242,3.876427829698858,False
stream_1t,stream,E,7,6,cpu_atom,1,0.996,10.339,3.083,3036968394,2316680755,536767097,338114791,27955.2,21240.9,24244.5,24201.8,,,,1.3109136368683652,0.6299096812933003,10.380522088353414,3.095381526104418,False
stream_1t,stream,LPE,7,14,cpu_lowpower,1,2.409,18.171,3.287,2991336045,2264580814,553082555,357565927,10971.5,10055.0,11593.7,11712.1,,,,1.320922630142887,0.646496483694012,7.542963885429639,1.3644665836446659,False
stream_1t,stream,P,8,0,cpu_core,1,0.965,10.373,3.831,3036982542,2434759918,276653321,186651826,37346.7,22243.0,24890.0,24580.0,,,,1.2473437399506262,0.6746776988807591,10.74922279792746,3.9699481865284976,False
stream_1t,stream,E,8,6,cpu_atom,1,0.983,10.245,3.047,3036965255,2312657539,536784256,338074751,27951.4,21223.0,24224.1,24197.9,,,,1.3131928112076605,0.6298149530674759,10.422177009155645,3.0996948118006107,False
stream_1t,stream,LPE,8,14,cpu_lowpower,1,2.451,18.02,3.222,2991336732,2292551755,553221266,358946025,11057.3,9763.1,11698.8,11460.4,,,,1.3048066310721085,0.648829043748293,7.352101183190534,1.3145654834761322,False
stream_1t,stream,P,9,0,cpu_core,1,0.963,10.165,3.669,3036978286,2433630862,276654320,186524558,37303.4,22235.0,24874.6,24561.0,,,,1.2479206823931213,0.6742152372679379,10.555555555555555,3.809968847352025,False
stream_1t,stream,E,9,6,cpu_atom,1,0.974,9.916,2.806,3036967610,2316844975,536806402,337996698,27934.9,21199.5,24224.1,24217.8,,,,1.3108203797709859,0.6296435674774237,10.18069815195072,2.8809034907597537,False
stream_1t,stream,LPE,9,14,cpu_lowpower,1,2.406,17.535,3.125,2991335780,2262434526,553643435,358342175,10971.5,9875.0,11711.0,11602.6,,,,1.3221756234814461,0.647243609056793,7.288029925187032,1.298836242726517,False
stream_full,stream,P,1,0-5,cpu_core,6,91.092,544.352,99.292,3037089735,4950367878,275346808,253873728,93520.7,63176.1,67714.5,69014.4,,,,0.6135078866556914,0.9220144218995268,5.975848592631625,1.0900188820093972,True
stream_full,stream,E,1,6-13,cpu_atom,8,0.524,7.513,3.24,2820708915,9358179645,311031557,283224817,44189.3,43527.7,45511.2,45497.5,,,,0.3014164102424644,0.9105983319885448,14.337786259541984,6.183206106870229,False
stream_full,stream,LPE,1,14-15,cpu_lowpower,2,1.809,14.667,2.862,2991341287,3288283591,545703144,418526465,19791.7,12772.9,13483.6,13397.2,,,,0.9096968689644871,0.7669489714356492,8.107794361525706,1.582089552238806,False
stream_full,stream,P,10,0-5,cpu_core,6,0.354,6.528,3.566,3037085196,4912435889,275480819,252810132,93433.9,62684.4,67813.4,69196.3,,,,0.6182442406629034,0.9177050254086837,18.440677966101696,10.073446327683616,False
stream_full,stream,E,10,6-13,cpu_atom,8,0.509,7.505,3.232,2820707596,9379059347,311017818,283484496,44208.7,43707.3,45626.4,45542.1,,,,0.3007452551094301,0.9114734899207607,14.74459724950884,6.349705304518665,False
stream_full,stream,LPE,10,14-15,cpu_lowpower,2,1.743,14.244,2.77,2991341984,3160882609,546272700,414430791,19797.6,12726.3,13487.6,13479.4,,,,0.9463628846837696,0.7586518436670916,8.172117039586919,1.5892139988525529,False
stream_full,stream,P,11,0-5,cpu_core,6,0.356,6.467,3.495,3037089528,4913318478,275458393,252867520,93152.8,62767.4,67638.7,69014.4,,,,0.6181340659269188,0.9179880752444526,18.165730337078653,9.81741573033708,False
stream_full,stream,E,11,6-13,cpu_atom,8,0.512,7.563,3.27,2820708222,9371832503,311058021,283401367,44167.5,43391.7,45519.8,45447.9,,,,0.3009772337583998,0.9110884396708742,14.771484375,6.38671875,False
stream_full,stream,LPE,11,14-15,cpu_lowpower,2,1.789,14.777,2.876,2991341024,3263541509,545883291,417332198,19981.3,12840.3,13513.5,13548.5,,,,0.9165935275376943,0.7645081006885042,8.259921743991056,1.6076020122973729,False
stream_full,stream,P,12,0-5,cpu_core,6,0.355,6.466,3.5,3037088201,4916672965,275488342,252659240,93163.6,62787.0,67703.1,69212.1,,,,0.6177120631410554,0.9171322393017995,18.214084507042255,9.859154929577466,False
stream_full,stream,E,12,6-13,cpu_atom,8,0.513,7.539,3.247,2820684415,9363913263,311096491,283247245,44157.8,43567.8,45605.8,45454.7,,,,0.301229233524138,0.910480359612928,14.695906432748536,6.32943469785575,False
stream_full,stream,LPE,12,14-15,cpu_lowpower,2,1.786,14.906,2.898,2991341523,3265865773,545759313,417441776,19595.7,12800.7,13458.0,13351.9,,,,0.9159413554991809,0.7648825518072286,8.34602463605823,1.6226203807390818,False
stream_full,stream,P,13,0-5,cpu_core,6,0.354,6.445,3.458,3037091805,4916916870,275466729,252854533,93196.0,62850.7,67684.2,69164.6,,,,0.6176821543456357,0.9179131502302044,18.20621468926554,9.768361581920905,False
stream_full,stream,E,13,6-13,cpu_atom,8,0.512,7.548,3.244,2820670982,9369033815,311075705,283293714,44189.3,43527.7,45526.7,45412.0,,,,0.30106316592475657,0.9106905793237694,14.7421875,6.3359375,False
stream_full,stream,LPE,13,14-15,cpu_lowpower,2,1.791,14.958,2.864,2991342054,3271516212,545769420,418026910,20113.6,12781.2,13429.7,13509.7,,,,0.9143595385612596,0.7659405138529015,8.35175879396985,1.599106644332775,False
stream_full,stream,P,14,0-5,cpu_core,6,0.355,6.426,3.454,3037087846,4921816165,275463839,252830033,93249.9,62890.0,67703.1,69164.6,,,,0.617066494193206,0.9178338395262109,18.101408450704227,9.729577464788733,False
stream_full,stream,E,14,6-13,cpu_atom,8,0.514,7.545,3.248,2820700386,9378493745,311062096,283427544,44148.1,43688.3,45641.9,45569.6,,,,0.30076262379593877,0.9111606577742599,14.678988326848248,6.319066147859923,False
stream_full,stream,LPE,14,14-15,cpu_lowpower,2,1.781,14.948,2.885,2991341374,3243109350,545745744,417188387,19925.4,12724.5,13598.4,13430.3,,,,0.9223683358071167,0.7644372706276203,8.393037619314992,1.6198764738910725,False
stream_full,stream,P,15,0-5,cpu_core,6,0.357,6.464,3.491,3037057266,4923415358,275424713,253040884,93023.7,63057.4,67748.7,69117.1,,,,0.6168598513763665,0.918729772807279,18.106442577030815,9.778711484593838,False
stream_full,stream,E,15,6-13,cpu_atom,8,0.511,7.53,3.229,2820707692,9374456601,311036951,283300384,44208.7,43726.3,45641.9,45475.3,,,,0.30089292767104037,0.9108254922419169,14.735812133072407,6.318982387475538,False
stream_full,stream,LPE,15,14-15,cpu_lowpower,2,1.779,14.674,2.798,2991342336,3251530858,545655639,417988833,19718.6,12762.6,13432.2,13211.0,,,,0.9199796854580551,0.7660304469060935,8.248454187745924,1.5727937043282745,False
stream_full,stream,P,16,0-5,cpu_core,6,0.366,6.694,3.651,3037090606,4903555508,275520915,252908203,93336.4,63305.3,67828.6,69247.9,,,,0.619364989556064,0.9179274212268059,18.2896174863388,9.975409836065573,False
stream_full,stream,E,16,6-13,cpu_atom,8,0.51,7.535,3.242,2820705281,9376862805,311015041,283457247,44352.4,43695.4,45669.5,45533.6,,,,0.3008154581824449,0.9113940151852656,14.77450980392157,6.356862745098039,False
stream_full,stream,LPE,16,14-15,cpu_lowpower,2,1.779,14.723,2.858,2991340887,3254786178,545814127,418036476,19733.1,12679.2,13257.2,13340.7,,,,0.9190591096949164,0.7658953026695844,8.275997751545813,1.6065205171444634,False
stream_full,stream,P,17,0-5,cpu_core,6,0.355,6.604,3.635,3037087885,4921106991,275416825,252888525,92937.8,62949.0,67718.3,69065.7,,,,0.6171554267270349,0.9182028911995481,18.602816901408453,10.23943661971831,False
stream_full,stream,E,17,6-13,cpu_atom,8,0.509,7.535,3.243,2820710671,9367304936,311025593,283054966,44362.2,43676.4,45773.4,45526.7,,,,0.3011229686950377,0.9100696932036715,14.803536345776031,6.3713163064833,False
stream_full,stream,LPE,17,14-15,cpu_lowpower,2,1.8,14.997,2.845,2991341779,3284482015,545654760,418304972,19995.7,12860.8,13546.6,13387.9,,,,0.910749934187111,0.7666110564123,8.331666666666667,1.5805555555555557,False
stream_full,stream,P,18,0-5,cpu_core,6,0.354,6.504,3.545,3037086110,4913694754,275445134,252653771,93575.0,62865.4,67589.5,69113.1,,,,0.6180860354680469,0.9172562511124266,18.372881355932204,10.014124293785311,False
stream_full,stream,E,18,6-13,cpu_atom,8,0.509,7.514,3.239,2820706458,9372683229,311033262,283105407,44107.0,43707.3,45590.3,45470.1,,,,0.3009497268906366,0.9102094264117643,14.762278978388998,6.363457760314342,False
stream_full,stream,LPE,18,14-15,cpu_lowpower,2,1.782,14.894,2.805,2991342395,3256148968,545792480,418111461,19692.5,12795.6,13419.7,13428.5,,,,0.9186749207108144,0.7660630666805816,8.358024691358025,1.5740740740740742,False
stream_full,stream,P,19,0-5,cpu_core,6,0.355,6.554,3.522,3037087158,4914666750,275467789,252803134,93705.7,62606.4,67574.4,69014.4,,,,0.617964007020415,0.9177230300418173,18.461971830985917,9.92112676056338,False
stream_full,stream,E,19,6-13,cpu_atom,8,0.511,7.534,3.252,2820671444,9368253177,311041386,283141525,44240.3,43735.8,45678.2,45526.7,,,,0.3010883022381409,0.9103017725107487,14.743639921722114,6.36399217221135,False
