pass,bench,tier,run,cpu,pmu,omp_num_threads,wall_seconds,rapl_pkg_joules,rapl_core_joules,instructions,cycles,cache-references,cache-misses,stream_copy_mbps,stream_scale_mbps,stream_add_mbps,stream_triad_mbps,npb_class,npb_time_s,mops_s,ipc,miss_rate,pkg_watts,core_watts,is_warmup
stream_full,stream,LPE,19,14-15,cpu_lowpower,2,1.778,14.817,2.875,2991342366,3246867455,545756547,417637229,19861.5,12805.0,13454.2,13466.1,,,,0.9213010409136027,0.7652445605934252,8.333520809898763,1.6169853768278966,False
stream_full,stream,P,2,0-5,cpu_core,6,0.356,6.531,3.628,3037088135,4922504521,275433829,253034683,92980.8,62826.2,67703.1,68979.0,,,,0.6169802632061412,0.91867685214513,18.34550561797753,10.191011235955058,False
stream_full,stream,E,2,6-13,cpu_atom,8,0.513,7.443,3.235,2820704030,9370531989,311077558,283109816,44208.7,43645.7,45598.9,45483.8,,,,0.30101855831784197,0.9100939901296254,14.50877192982456,6.306042884990253,False
stream_full,stream,LPE,2,14-15,cpu_lowpower,2,1.799,14.512,2.843,2991341254,3263013152,545727038,417526414,19886.1,12799.3,13416.0,13461.7,,,,0.91674201563255,0.7650828801339324,8.066703724291273,1.5803224013340744,False
stream_full,stream,P,20,0-5,cpu_core,6,0.355,6.454,3.485,3037089475,4917278477,275455415,252891165,93066.7,62934.2,67608.4,68998.7,,,,0.6176362573739994,0.9180838394482098,18.180281690140845,9.816901408450704,False
stream_full,stream,E,20,6-13,cpu_atom,8,0.513,7.542,3.243,2820705364,9363539920,311012903,283232657,44128.8,43490.1,45533.6,45461.6,,,,0.3012434814289765,0.9106781560120675,14.701754385964911,6.321637426900584,False
stream_full,stream,LPE,20,14-15,cpu_lowpower,2,1.79,14.894,2.877,2991342949,3250378375,545733164,417405510,19998.2,12825.6,13386.1,13476.1,,,,0.920306070212518,0.7648527477065696,8.320670391061453,1.6072625698324021,False
stream_full,stream,P,3,0-5,cpu_core,6,0.355,6.5,3.586,3037089706,4927534252,275465464,253118241,93152.8,62890.0,67782.9,69200.2,,,,0.6163508056321066,0.9188746833250937,18.30985915492958,10.101408450704225,False
stream_full,stream,E,3,6-13,cpu_atom,8,0.512,7.46,3.251,2820705741,9369091371,311099351,283177480,44075.7,43586.6,45576.5,45477.0,,,,0.3010650264048962,0.9102477362609477,14.5703125,6.349609375,False
stream_full,stream,LPE,3,14-15,cpu_lowpower,2,1.807,14.775,2.895,2991341868,3291521055,545653144,418440443,20073.4,12837.7,13501.4,13287.9,,,,0.9088022886731921,0.7668615999031062,8.176535694521306,1.6021029330381849,False
stream_full,stream,P,4,0-5,cpu_core,6,0.357,6.52,3.6,3037073718,4923034116,275407067,252969630,92980.8,63181.1,67669.0,69014.4,,,,0.6169109631252452,0.9185299155740255,18.26330532212885,10.08403361344538,False
stream_full,stream,E,4,6-13,cpu_atom,8,0.511,7.44,3.249,2820702376,9370283816,311038905,283144463,44391.5,43596.1,45657.5,45497.5,,,,0.30102635431208374,0.9103184792911999,14.559686888454012,6.358121330724071,False
stream_full,stream,LPE,4,14-15,cpu_lowpower,2,1.77,14.403,2.862,2991341795,3209990579,545915858,416372623,19878.2,12810.1,13513.5,13542.8,,,,0.9318849141083414,0.7627047591645524,8.13728813559322,1.616949152542373,False
stream_full,stream,P,5,0-5,cpu_core,6,0.355,6.437,3.533,3037089159,4920368036,275446169,253129128,93433.9,62850.7,67798.1,69129.0,,,,0.6172483718248429,0.9189785754471684,18.132394366197186,9.952112676056338,False
stream_full,stream,E,5,6-13,cpu_atom,8,0.511,7.423,3.232,2820706830,9360324159,311080824,283114539,44116.7,43626.8,45585.1,45454.7,,,,0.3013471309418142,0.9100996177122123,14.526418786692759,6.3248532289628185,False
stream_full,stream,LPE,5,14-15,cpu_lowpower,2,1.761,14.029,2.799,2991341458,3179232014,546025503,415052838,20083.5,12836.0,13249.2,13420.3,,,,0.9409006467056795,0.7601345280020739,7.9664963089153895,1.5894378194207837,False
stream_full,stream,P,6,0-5,cpu_core,6,0.355,6.429,3.514,3037089218,4924405957,275430232,253093065,93239.1,62723.4,67733.5,69014.4,,,,0.6167422516583557,0.9189008162328383,18.10985915492958,9.898591549295775,False
stream_full,stream,E,6,6-13,cpu_atom,8,0.512,7.429,3.223,2820706602,9356141030,311064006,282938678,44269.5,43726.3,45678.2,45549.0,,,,0.30148183882174767,0.9095834700977907,14.509765625,6.294921875,False
stream_full,stream,LPE,6,14-15,cpu_lowpower,2,1.783,14.538,2.79,2991342123,3260715266,545665102,417160660,20130.1,12787.1,13518.7,13420.3,,,,0.9173883270922804,0.7644994310081424,8.153673583847448,1.5647784632641617,False
stream_full,stream,P,7,0-5,cpu_core,6,0.355,6.515,3.616,3037088064,4921855139,275427229,252984437,93477.2,62890.0,67794.3,69113.1,,,,0.6170616522080457,0.9185164368770525,18.35211267605634,10.185915492957747,False
stream_full,stream,E,7,6-13,cpu_atom,8,0.513,7.475,3.261,2820705652,9364437698,311061717,283312692,44107.0,43596.1,45598.9,45513.0,,,,0.30121463167002854,0.9107925421758024,14.571150097465885,6.356725146198831,False
stream_full,stream,LPE,7,14-15,cpu_lowpower,2,1.767,14.594,2.841,2991341651,3166470286,546107233,413399441,19983.3,12822.1,13473.0,13517.3,,,,0.944692790652639,0.7569931618173605,8.25919637804188,1.607809847198642,False
stream_full,stream,P,8,0-5,cpu_core,6,0.354,6.419,3.45,3037090342,4920924907,275471381,252998787,93066.7,62762.6,67847.6,69232.0,,,,0.6171787620005639,0.918421311431985,18.13276836158192,9.745762711864408,False
stream_full,stream,E,8,6-13,cpu_atom,8,0.511,7.517,3.219,2820706861,9372808408,311050791,283387805,44189.3,43617.3,45554.2,45396.7,,,,0.3009457505385935,0.9110660162249836,14.710371819960862,6.2994129158512715,False
stream_full,stream,LPE,8,14-15,cpu_lowpower,2,1.784,14.764,2.825,2991341845,3255975130,545815739,417617352,19771.3,12794.0,13231.7,13406.0,,,,0.918723800264408,0.7651251551762233,8.275784753363228,1.5835201793721974,False
stream_full,stream,P,9,0-5,cpu_core,6,0.354,6.439,3.476,3037053261,4918493194,275436157,252958397,93379.7,62870.4,67843.8,69144.8,,,,0.6174763573333513,0.9183921230791787,18.189265536723166,9.819209039548022,False
stream_full,stream,E,9,6-13,cpu_atom,8,0.508,7.495,3.217,2820672345,9360229839,311081561,283133847,44362.2,43636.2,45655.7,45513.0,,,,0.30134648331470315,0.910159528870308,14.753937007874017,6.332677165354331,False
stream_full,stream,LPE,9,14-15,cpu_lowpower,2,1.778,14.714,2.798,2991342353,3253959844,545761321,417689543,19861.1,12847.1,13558.7,13250.5,,,,0.91929295271291,0.765333721771756,8.275590551181102,1.5736782902137232,False
npb_1t,cg.B,P,1,0,cpu_core,1,32.99,319.58,120.266,197462298899,94359937251,5210299460,2574148418,,,,,B,32.03,1707.79,2.092649747887654,0.494049994201293,9.687177932706879,3.645528948166111,False
npb_1t,cg.B,E,1,6,cpu_atom,1,33.059,334.352,115.884,197462299175,88271688642,10363500622,5232649107,,,,,B,32.15,1701.77,2.2369833659333294,0.5049113516616143,10.113796545570041,3.5053691884207026,False
npb_1t,cg.B,LPE,1,14,cpu_lowpower,1,161.8,1055.151,219.348,197462428482,170929990669,38326208350,6153013504,,,,,B,158.39,345.41,1.1552240055074896,0.16054323578815488,6.521328800988875,1.3556736711990112,False
npb_1t,cg.B,P,2,0,cpu_core,1,33.248,321.223,121.207,197462299231,95110867971,5211605256,2588321014,,,,,B,32.31,1693.03,2.0761276123692585,0.4966456373533138,9.66142324350337,3.6455425890279116,False
npb_1t,cg.B,E,2,6,cpu_atom,1,33.209,333.978,115.284,197462299363,88628949622,10362810005,5231531987,,,,,B,32.29,1694.33,2.2279661465601386,0.5048371999945781,10.056852058177,3.471468577795176,False
npb_1t,cg.B,LPE,2,14,cpu_lowpower,1,147.403,962.227,200.033,197462414007,155542564268,38122670707,6057089757,,,,,B,144.09,379.69,1.2695072563338485,0.15888419265148207,6.52786578292165,1.3570483640088735,False
npb_1t,cg.B,P,3,0,cpu_core,1,32.972,319.998,120.072,197462299085,94318016973,5211886711,2579813397,,,,,B,32.04,1707.36,2.0935798421369127,0.494986468442445,9.705143758340409,3.6416353269440735,False
npb_1t,cg.B,E,3,6,cpu_atom,1,32.823,334.562,115.053,197462298914,87640791768,10364216919,5216440610,,,,,B,31.91,1714.3,2.253086661251488,0.5033125657990679,10.19291350577339,3.505255461109588,False
npb_1t,cg.B,LPE,3,14,cpu_lowpower,1,153.799,1004.914,205.728,197462420497,162382844198,38229755706,6100409862,,,,,B,150.43,363.69,1.2160300644582014,0.15957229517536692,6.533943653729867,1.3376419872690979,False
npb_1t,ep.B,P,1,0,cpu_core,1,197.343,1240.933,287.062,165085527532,233842970472,595859,20561,,,,,B,81.04,26.5,0.7059674584135814,0.03450648559474641,6.288203787314473,1.4546348236319506,True
npb_1t,ep.B,E,1,6,cpu_atom,1,70.507,459.554,96.401,165085517064,189426807105,64245,14875,,,,,B,70.48,30.47,0.8715002886180332,0.2315355280566581,6.517849291559703,1.3672543151743797,False
npb_1t,ep.B,LPE,1,14,cpu_lowpower,1,199.425,1217.619,264.154,165085646900,214783842669,574278920,4876280,,,,,B,199.36,10.77,0.7686129685015967,0.008491135283182604,6.105648740127867,1.324578162216372,False
npb_1t,ep.B,P,2,0,cpu_core,1,93.597,668.066,200.03,165085540205,270124814523,53655,16149,,,,,B,93.57,22.95,0.6111454088233854,0.3009784735812133,7.137686036945629,2.1371411476863575,False
npb_1t,ep.B,E,2,6,cpu_atom,1,70.503,460.583,96.624,165085517036,189426532999,1210086,20561,,,,,B,70.48,30.47,0.8715015495578515,0.016991354333493653,6.532814206487668,1.3704948725586144,False
npb_1t,ep.B,LPE,2,14,cpu_lowpower,1,199.354,1216.57,264.931,165085646745,214660924287,563175146,2040100,,,,,B,199.29,10.78,0.7690530882289586,0.003622496508395276,6.102561272911504,1.328947500426377,False
npb_1t,ep.B,P,3,0,cpu_core,1,81.052,574.662,170.494,165085527532,233864657887,46022,17095,,,,,B,81.03,26.5,0.7059019905939226,0.3714527834513928,7.09004096135814,2.103513793613976,False
npb_1t,ep.B,E,3,6,cpu_atom,1,70.503,460.378,96.721,165085516997,189427076753,81872,17028,,,,,B,70.48,30.47,0.8714990476903165,0.20798319327731093,6.5299065288001925,1.3718707005375659,False
npb_1t,ep.B,LPE,3,14,cpu_lowpower,1,199.218,1211.589,263.871,165085646609,214543259875,558830877,1888241,,,,,B,199.15,10.78,0.769474868169638,0.0033789131519302218,6.081724542962985,1.3245339276571393,False
npb_1t,is.B,P,1,0,cpu_core,1,209.914,1211.697,212.396,9795138347,16843689507,331014148,83768383,,,,,B,0.0,,0.5815316378830944,0.25306586895494265,5.772349628895642,1.011823889783435,True
npb_1t,is.B,E,1,6,cpu_atom,1,5.383,40.978,9.655,9795137890,14057185567,418846196,104442716,,,,,B,0.0,,0.6968064726266838,0.2493581581913185,7.612483745123537,1.7936095114248558,False
npb_1t,is.B,LPE,1,14,cpu_lowpower,1,20.982,147.657,31.417,9805244815,20973897251,681664631,424155560,,,,,B,0.0,,0.46749751358358077,0.6222349535397854,7.037317700886475,1.4973310456581834,False
npb_1t,is.B,P,2,0,cpu_core,1,5.939,46.559,14.428,9795138530,16775299576,335112043,83720221,,,,,B,0.0,,0.5839024504822351,0.24982755096032164,7.839535275298871,2.4293652129988215,False
npb_1t,is.B,E,2,6,cpu_atom,1,5.371,41.117,9.866,9795137883,14073130096,422575711,104561719,,,,,B,0.0,,0.6960170066063746,0.24743901809349378,7.655371439210574,1.8369018804691861,False
npb_1t,is.B,LPE,2,14,cpu_lowpower,1,20.769,147.249,31.488,9805244599,20786231310,682989315,422831296,,,,,B,0.0,,0.4717182471784973,0.6190891815049845,7.089845442727142,1.5161057345081612,False
npb_1t,is.B,P,3,0,cpu_core,1,5.948,47.003,14.52,9795138531,16774693781,330082026,83450182,,,,,B,0.0,,0.5839235373759578,0.2528164984057629,7.902320107599192,2.4411566913248146,False
npb_1t,is.B,E,3,6,cpu_atom,1,5.603,42.456,10.302,9795138121,14682035022,413430863,103966198,,,,,B,0.0,,0.6671512570514014,0.2514717871945617,7.577369266464395,1.838657861859718,False
npb_1t,is.B,LPE,3,14,cpu_lowpower,1,20.785,148.21,31.276,9805244850,20953537326,679427543,426981802,,,,,B,0.0,,0.4679517685939001,0.6284434689160078,7.13062304546548,1.5047389944671639,False
npb_1t,mg.B,P,1,0,cpu_core,1,4.666,46.203,17.354,31250481702,12840036385,725558850,374080409,,,,,B,2.99,6515.3,2.4338312419821073,0.5155755580681016,9.902057436776682,3.719245606515216,False
npb_1t,mg.B,E,1,6,cpu_atom,1,4.371,43.102,13.57,31250481392,11224961168,1160807662,699205789,,,,,B,2.98,6536.14,2.78401688204397,0.6023442228106175,9.860901395561655,3.1045527339281627,False
npb_1t,mg.B,LPE,1,14,cpu_lowpower,1,13.021,100.573,20.336,31250490132,13554669015,2202100386,896667688,,,,,B,9.27,2100.0,2.3055148080279406,0.4071874714252922,7.723907533983564,1.5617848091544426,False
npb_1t,mg.B,P,2,0,cpu_core,1,4.638,45.892,17.185,31250481709,12839842124,724889140,373973661,,,,,B,2.99,6519.22,2.4338680652924203,0.5159046264646757,9.894782233721433,3.705260888313928,False
npb_1t,mg.B,E,2,6,cpu_atom,1,4.369,43.375,13.476,31250481399,11206136857,1158438227,698043754,,,,,B,2.97,6547.17,2.788693534425215,0.6025731348729051,9.92790112153811,3.084458686198215,False
npb_1t,mg.B,LPE,2,14,cpu_lowpower,1,12.993,100.853,19.886,31250490064,13521806211,2202165585,895084365,,,,,B,9.24,2105.87,2.3111180249409062,0.40645643138592596,7.762102670668821,1.5305164319248825,False
npb_1t,mg.B,P,3,0,cpu_core,1,4.634,46.727,17.264,31250481654,12824333226,725152199,374140172,,,,,B,2.98,6524.67,2.4368114196099415,0.5159470970589997,10.083513163573585,3.7255071212775137,False
npb_1t,mg.B,E,3,6,cpu_atom,1,4.374,43.38,13.433,31250481413,11223253101,1159618621,697780691,,,,,B,2.98,6530.13,2.7844405834717887,0.6017329131868089,9.91769547325103,3.071101966163695,False
npb_1t,mg.B,LPE,3,14,cpu_lowpower,1,13.016,101.464,20.08,31250490056,13551216185,2202381325,896577615,,,,,B,9.27,2099.21,2.306102244209751,0.40709463198885415,7.795328826060233,1.542716656422864,False
npb_full,cg.B,P,1,0-5,cpu_core,6,6.987,144.4,88.776,197468809195,109103331612,5388409954,4293218061,,,,,B,6.42,8516.91,1.809924649205496,0.796750450995845,20.66695291255188,12.705882352941176,False
npb_full,cg.B,E,1,6-13,cpu_atom,8,8.518,159.633,91.484,197472018543,170270203882,6839330454,5192845074,,,,,B,7.97,6864.68,1.159756751567945,0.7592621980946909,18.740666823197934,10.74007983094623,False
npb_full,cg.B,LPE,1,14-15,cpu_lowpower,2,81.389,583.043,145.88,197462840097,168595824471,37876735452,6040293531,,,,,B,78.95,692.98,1.1712202287131102,0.1594723900811007,7.163658479647127,1.7923798056248388,False
npb_full,cg.B,P,2,0-5,cpu_core,6,6.949,144.327,88.349,197468807314,108927992394,5388800603,4288805094,,,,,B,6.4,8544.12,1.8128380315662278,0.7958737778518616,20.76946323211973,12.713915671319615,False
npb_full,cg.B,E,2,6-13,cpu_atom,8,8.542,159.696,91.496,197472014415,170333969993,6842490498,5193649871,,,,,B,7.98,6851.45,1.159322561571924,0.7590291681834354,18.695387497073284,10.711308826972605,False
npb_full,cg.B,LPE,2,14-15,cpu_lowpower,2,79.307,565.253,141.881,197462836027,164284411414,37866314459,6020652717,,,,,B,76.84,712.0,1.2019572297056822,0.1589975893618826,7.1274036339793465,1.7890097973697152,False
npb_full,cg.B,P,3,0-5,cpu_core,6,6.95,144.257,88.322,197468807717,108951262576,5387475937,4294882674,,,,,B,6.4,8542.41,1.8124508431396444,0.7971975604575215,20.75640287769784,12.70820143884892,False
npb_full,cg.B,E,3,6-13,cpu_atom,8,8.525,159.867,91.637,197472014741,170325765592,6842697457,5192189042,,,,,B,7.97,6861.41,1.1593784067527775,0.7587927238677564,18.75272727272727,10.749208211143694,False
npb_full,cg.B,LPE,3,14-15,cpu_lowpower,2,79.329,562.694,141.237,197462836129,164352922380,37850447327,6014489437,,,,,B,76.87,711.73,1.2014561911618866,0.15890140967263183,7.093168954606765,1.7803955678251333,False
npb_full,ep.B,P,1,0-5,cpu_core,6,194.763,1239.343,308.593,165086133042,231367635795,268040,37102,,,,,B,13.49,159.14,0.7135230148968295,0.13841963885987166,6.363339032567787,1.5844539260537167,True
npb_full,ep.B,E,1,6-13,cpu_atom,8,8.851,105.81,58.13,165086363403,189505317545,188242649,113992,,,,,B,8.82,243.47,0.8711436995101657,0.0006055588391130217,11.954581403231272,6.567619478025081,False
npb_full,ep.B,LPE,1,14-15,cpu_lowpower,2,100.513,669.378,167.713,165085887416,217435617584,908877827,201728297,,,,,B,100.44,21.38,0.7592403178942099,0.22195315036550012,6.659616169052759,1.6685702346960094,False
npb_full,ep.B,P,2,0-5,cpu_core,6,13.543,187.754,119.004,165086135692,231444519903,276469,35561,,,,,B,13.51,158.94,0.7132859994316942,0.12862563253022943,13.863545743188363,8.78712249870782,False
npb_full,ep.B,E,2,6-13,cpu_atom,8,8.849,106.561,57.66,165086363442,189507465144,159514627,93194,,,,,B,8.82,243.5,0.8711338274540095,0.0005842348238070983,12.042151655554301,6.515990507401966,False
npb_full,ep.B,LPE,2,14-15,cpu_lowpower,2,101.812,712.414,177.156,165085890391,221261188385,904658850,194113857,,,,,B,101.74,21.11,0.7461131868448,0.21457133481864463,6.9973480532746635,1.7400306447177152,False
npb_full,ep.B,P,3,0-5,cpu_core,6,13.529,188.758,120.002,165086133843,231423167214,303911,39489,,,,,B,13.5,159.1,0.7133518041015432,0.1299360668090329,13.95210289008796,8.869982999482593,False
npb_full,ep.B,E,3,6-13,cpu_atom,8,8.846,107.018,57.821,165086363520,189484081802,160926504,76147,,,,,B,8.82,243.58,0.8712413304063493,0.00047317873754344406,12.097897354736604,6.5364006330544875,False
npb_full,ep.B,LPE,3,14-15,cpu_lowpower,2,101.882,710.093,177.657,165085890541,221453018862,892251455,224202950,,,,,B,101.81,21.09,0.7454668777573741,0.25127776339686664,6.9697591331147795,1.7437525765100803,False
npb_full,is.B,P,1,0-5,cpu_core,6,122.87,737.131,145.885,10660268662,18547186699,323526073,99202899,,,,,B,0.0,,0.5747647249690307,0.3066303067326509,5.999275657198665,1.1873117929519004,True
npb_full,is.B,E,1,6-13,cpu_atom,8,5.036,39.689,10.506,11006321170,21861882566,608924419,262713184,,,,,B,0.0,,0.5034480053020334,0.4314380829585355,7.881056393963464,2.0861795075456713,False
npb_full,is.B,LPE,1,14-15,cpu_lowpower,2,18.489,129.786,28.658,9983320948,22223945670,699479647,525798916,,,,,B,0.0,,0.44921460375402367,0.7517000934267355,7.019633295472984,1.5500027043106712,False
npb_full,is.B,P,2,0-5,cpu_core,6,5.406,42.049,13.875,10660268877,18541821563,324124402,99125123,,,,,B,0.0,,0.5749310465953598,0.30582431433224827,7.778209396966334,2.5665926748057717,False
npb_full,is.B,E,2,6-13,cpu_atom,8,5.03,39.817,10.609,11006321219,21842926404,609277396,262220574,,,,,B,0.0,,0.5038849197873257,0.4303796197290733,7.915904572564612,2.109145129224652,False
npb_full,is.B,LPE,2,14-15,cpu_lowpower,2,18.275,129.18,28.938,9983320751,21865926020,700538377,525635950,,,,,B,0.0,,0.4565697671284813,0.7503314126072497,7.068673050615596,1.5834746922024625,False
npb_full,is.B,P,3,0-5,cpu_core,6,5.407,42.486,13.982,10660268860,18549646079,322586680,99502448,,,,,B,0.0,,0.5746885312312486,0.3084518182833835,7.857592010356944,2.5859071573885704,False
npb_full,is.B,E,3,6-13,cpu_atom,8,5.029,39.846,10.723,11006321193,21837771907,609372704,262203776,,,,,B,0.0,,0.5040038535008222,0.43028474081438345,7.923245177967786,2.132233048319746,False
npb_full,is.B,LPE,3,14-15,cpu_lowpower,2,18.496,129.637,28.824,9983321025,22089631156,698831344,523897626,,,,,B,0.0,,0.45194602637302633,0.7496767717963149,7.008920847750866,1.5583910034602078,False
npb_full,mg.B,P,1,0-5,cpu_core,6,2.171,28.059,13.756,31252367056,16779159329,709401043,525845853,,,,,B,0.74,26228.96,1.8625704925505686,0.7412532842864737,12.924458774758177,6.336250575771534,False
npb_full,mg.B,E,1,6-13,cpu_atom,8,2.366,30.294,13.136,31253247994,28246392464,909667979,659907778,,,,,B,1.16,16795.08,1.1064509577225563,0.725438064474291,12.803888419273035,5.551986475063398,False
npb_full,mg.B,LPE,1,14-15,cpu_lowpower,2,8.408,73.371,14.797,31250602719,14406666209,2224383079,1031258501,,,,,B,5.02,3878.55,2.1691765649069743,0.46361551242496213,8.726332064700285,1.7598715509039011,False
npb_full,mg.B,P,2,0-5,cpu_core,6,2.139,27.954,13.756,31252366160,16757406905,707613569,525801272,,,,,B,0.74,26204.98,1.8649882011682284,0.7430627323089108,13.068723702664798,6.431042543244508,False
npb_full,mg.B,E,2,6-13,cpu_atom,8,2.372,30.378,13.239,31253246187,28268002484,909843135,660263103,,,,,B,1.16,16832.21,1.1056050460123485,0.725688943072588,12.806913996627319,5.581365935919056,False
npb_full,mg.B,LPE,2,14-15,cpu_lowpower,2,8.418,72.959,14.832,31250602725,14412690929,2224588828,1031908331,,,,,B,5.02,3878.04,2.1682698171318013,0.46386474570571745,8.667023045854123,1.761938702779758,False
npb_full,mg.B,P,3,0-5,cpu_core,6,2.139,28.063,13.873,31252366860,16771969812,708495500,525950864,,,,,B,0.74,26190.2,1.8633688952647394,0.7423489125901294,13.119682094436653,6.485741000467509,False
npb_full,mg.B,E,3,6-13,cpu_atom,8,2.36,30.337,13.254,31253246964,28244072758,909348017,659820633,,,,,B,1.15,16854.82,1.1065417948673024,0.7255974837629189,12.854661016949153,5.616101694915255,False
npb_full,mg.B,LPE,3,14-15,cpu_lowpower,2,8.418,73.063,14.87,31250601796,14417574324,2224328527,1031720894,,,,,B,5.02,3873.08,2.167535335259493,0.4638347624806594,8.67937752435258,1.7664528391541934,False
